Step,Distillation Loss,CE Loss,Accumulated Distillation Loss,Accumulated CE Loss
1,915.1906127929688,12.252306938171387,915.1906127929688,12.252306938171387
2,1404.7393798828125,14.33394718170166,2319.9299926757812,26.586254119873047
3,1289.370361328125,14.664220809936523,3609.3003540039062,41.25047492980957
4,937.0957641601562,10.489060401916504,4546.3961181640625,51.739535331726074
5,628.138671875,9.42109203338623,5174.5347900390625,61.160627365112305
6,707.3404541015625,9.319340705871582,5881.875244140625,70.47996807098389
7,719.5970458984375,8.621052742004395,6601.4722900390625,79.10102081298828
8,603.869873046875,8.179878234863281,7205.3421630859375,87.28089904785156
9,570.5281982421875,9.067265510559082,7775.870361328125,96.34816455841064
10,689.2135009765625,9.927102088928223,8465.083862304688,106.27526664733887
11,680.73681640625,9.490415573120117,9145.820678710938,115.76568222045898
12,649.1776733398438,8.752584457397461,9794.998352050781,124.51826667785645
13,545.1153564453125,8.811174392700195,10340.113708496094,133.32944107055664
14,741.3548583984375,9.820769309997559,11081.468566894531,143.1502103805542
15,553.521484375,8.879124641418457,11634.990051269531,152.02933502197266
16,547.7930908203125,8.901185035705566,12182.783142089844,160.93052005767822
17,404.54901123046875,8.25615119934082,12587.332153320312,169.18667125701904
18,494.6700134277344,8.4718599319458,13082.002166748047,177.65853118896484
19,486.17376708984375,8.56077766418457,13568.17593383789,186.2193088531494
20,639.4813232421875,9.055320739746094,14207.657257080078,195.2746295928955
21,457.66217041015625,8.97205924987793,14665.319427490234,204.24668884277344
22,469.61346435546875,9.216973304748535,15134.932891845703,213.46366214752197
23,421.8148498535156,9.024550437927246,15556.747741699219,222.48821258544922
24,446.32757568359375,8.942646980285645,16003.075317382812,231.43085956573486
25,504.9679870605469,8.606886863708496,16508.04330444336,240.03774642944336
26,426.05743408203125,8.526304244995117,16934.10073852539,248.56405067443848
27,426.29742431640625,8.629413604736328,17360.398162841797,257.1934642791748
28,604.981201171875,9.392756462097168,17965.379364013672,266.586220741272
29,453.76019287109375,9.498091697692871,18419.139556884766,276.08431243896484
30,486.7073974609375,9.76842212677002,18905.846954345703,285.85273456573486
31,449.2906494140625,8.85395622253418,19355.137603759766,294.70669078826904
32,363.146728515625,8.437847137451172,19718.28433227539,303.1445379257202
33,408.0806884765625,8.528117179870605,20126.365020751953,311.6726551055908
34,545.7222290039062,9.39707088470459,20672.08724975586,321.0697259902954
35,421.0494689941406,8.94199275970459,21093.13671875,330.01171875
36,300.362548828125,8.383909225463867,21393.499267578125,338.39562797546387
37,404.1078796386719,8.707499504089355,21797.607147216797,347.1031274795532
38,466.72369384765625,8.844322204589844,22264.330841064453,355.94744968414307
39,478.423583984375,8.724095344543457,22742.754425048828,364.6715450286865
40,239.68344116210938,8.178093910217285,22982.437866210938,372.8496389389038
41,352.77166748046875,8.87120532989502,23335.209533691406,381.7208442687988
42,459.4570617675781,9.126385688781738,23794.666595458984,390.84722995758057
43,685.8601684570312,9.247550010681152,24480.526763916016,400.0947799682617
44,548.9364624023438,8.5447359085083,25029.46322631836,408.63951587677
45,338.70404052734375,8.71194076538086,25368.167266845703,417.3514566421509
46,501.14801025390625,9.041668891906738,25869.31527709961,426.3931255340576
47,314.93621826171875,8.81074333190918,26184.251495361328,435.2038688659668
48,419.50604248046875,9.055817604064941,26603.757537841797,444.25968647003174
49,507.8437805175781,8.599803924560547,27111.601318359375,452.8594903945923
50,350.27496337890625,8.569143295288086,27461.87628173828,461.42863368988037
51,326.2303466796875,8.174342155456543,27788.10662841797,469.6029758453369
52,557.1119384765625,8.724153518676758,28345.21856689453,478.3271293640137
