Step,Distillation Loss,CE Loss,Accumulated Distillation Loss,Accumulated CE Loss
1,11.058327674865723,12.359627723693848,11.058327674865723,12.359627723693848
2,13.983420372009277,16.59833526611328,25.041748046875,28.95796298980713
3,13.311046600341797,12.284335136413574,38.3527946472168,41.2422981262207
4,10.344696044921875,9.66530990600586,48.69749069213867,50.90760803222656
5,7.424581050872803,11.28147029876709,56.122071743011475,62.18907833099365
6,3.2245326042175293,7.038716793060303,59.346604347229004,69.22779512405396
7,6.794027328491211,8.431678771972656,66.14063167572021,77.65947389602661
8,7.365635395050049,8.972993850708008,73.50626707077026,86.63246774673462
9,6.718654632568359,9.2207670211792,80.22492170333862,95.85323476791382
10,7.262147903442383,9.521557807922363,87.487069606781,105.37479257583618
11,7.297622203826904,9.287055969238281,94.78469181060791,114.66184854507446
12,6.097046852111816,8.262272834777832,100.88173866271973,122.9241213798523
13,2.6044676303863525,5.265803337097168,103.48620629310608,128.18992471694946
14,6.509892463684082,7.680828094482422,109.99609875679016,135.87075281143188
15,5.946399211883545,8.521678924560547,115.9424979686737,144.39243173599243
16,5.773196697235107,7.334822654724121,121.71569466590881,151.72725439071655
17,5.9046430587768555,9.022022247314453,127.62033772468567,160.749276638031
18,6.5911030769348145,8.56208324432373,134.21144080162048,169.31135988235474
19,5.5149359703063965,7.7818779945373535,139.72637677192688,177.0932378768921
20,6.4111857414245605,8.07752799987793,146.13756251335144,185.17076587677002
21,6.9251322746276855,8.831538200378418,153.06269478797913,194.00230407714844
22,7.300856113433838,9.02153205871582,160.36355090141296,203.02383613586426
23,3.1139097213745117,14.42468547821045,163.47746062278748,217.4485216140747
24,3.788546085357666,11.786386489868164,167.26600670814514,229.23490810394287
25,8.958858489990234,8.991608619689941,176.22486519813538,238.2265167236328
26,6.499970436096191,7.6916823387146,182.72483563423157,245.9181990623474
27,8.06230640411377,8.711766242980957,190.78714203834534,254.62996530532837
28,6.299721717834473,9.337281227111816,197.0868637561798,263.9672465324402
29,3.3879733085632324,6.757945537567139,200.47483706474304,270.7251920700073
30,6.251309394836426,8.200685501098633,206.72614645957947,278.92587757110596
31,5.748570442199707,6.879851341247559,212.47471690177917,285.8057289123535
32,4.484205722808838,7.631901264190674,216.958922624588,293.4376301765442
33,6.667162895202637,8.516487121582031,223.62608551979065,301.9541172981262
34,5.023351192474365,6.823381423950195,228.64943671226501,308.7774987220764
35,5.12908935546875,8.081201553344727,233.77852606773376,316.85870027542114
36,7.406245708465576,8.662062644958496,241.18477177619934,325.52076292037964
37,12.923384666442871,9.110835075378418,254.1081564426422,334.63159799575806
38,5.701893329620361,7.828657150268555,259.8100497722626,342.4602551460266
39,5.5668559074401855,7.710955619812012,265.37690567970276,350.1712107658386
40,5.478755950927734,8.156994819641113,270.8556616306305,358.32820558547974
41,2.9053404331207275,4.093646049499512,273.7610020637512,362.42185163497925
42,3.7554943561553955,7.446119785308838,277.5164964199066,369.8679714202881
43,5.73095178604126,8.548868179321289,283.2474482059479,378.4168395996094
44,6.538776874542236,8.468628883361816,289.7862250804901,386.8854684829712
45,2.996330499649048,5.746860980987549,292.78255558013916,392.63232946395874
46,6.379085063934326,7.492751121520996,299.1616406440735,400.12508058547974
47,3.681128978729248,5.964415550231934,302.84276962280273,406.08949613571167
48,6.950081825256348,7.234181880950928,309.7928514480591,413.3236780166626
49,2.444082021713257,5.845510959625244,312.23693346977234,419.16918897628784
50,6.565948963165283,7.829049587249756,318.8028824329376,426.9982385635376
51,6.092167377471924,7.775153160095215,324.89504981040955,434.7733917236328
52,6.344542503356934,8.078241348266602,331.2395923137665,442.8516330718994
53,6.160880088806152,7.921735763549805,337.40047240257263,450.7733688354492
54,4.2540364265441895,6.919898986816406,341.6545088291168,457.6932678222656
55,6.2567315101623535,7.806528568267822,347.9112403392792,465.49979639053345
56,5.243281364440918,8.257833480834961,353.1545217037201,473.7576298713684
57,8.745698928833008,7.855676174163818,361.9002206325531,481.6133060455322
58,2.1150290966033936,4.288161277770996,364.0152497291565,485.9014673233032
59,7.138908863067627,7.469690799713135,371.1541585922241,493.37115812301636
60,2.8456406593322754,6.530624866485596,373.9997992515564,499.90178298950195
61,6.041070461273193,7.609684944152832,380.0408697128296,507.5114679336548
62,6.173920154571533,8.285176277160645,386.2147898674011,515.7966442108154
63,6.645946979522705,7.7364821434021,392.8607368469238,523.5331263542175
64,3.9961037635803223,7.114931583404541,396.85684061050415,530.6480579376221
65,5.40220832824707,7.5772013664245605,402.2590489387512,538.2252593040466
66,3.5706193447113037,8.809672355651855,405.8296682834625,547.0349316596985
67,5.276090621948242,8.648871421813965,411.10575890541077,555.6838030815125
68,7.670984745025635,8.315106391906738,418.7767436504364,563.9989094734192
