Step,Distillation Loss,CE Loss,Accumulated Distillation Loss,Accumulated CE Loss
1,3565.375,23.792268753051758,3565.375,23.792268753051758
2,20589.78125,70.46150207519531,24155.15625,94.25377082824707
3,5606.9638671875,19.51676368713379,29762.1201171875,113.77053451538086
4,11671.65625,63.5199089050293,41433.7763671875,177.29044342041016
5,2411.488525390625,11.610486030578613,43845.264892578125,188.90092945098877
6,2563.882080078125,15.32258415222168,46409.14697265625,204.22351360321045
7,7177.54638671875,14.334746360778809,53586.693359375,218.55825996398926
8,3948.50732421875,15.867968559265137,57535.20068359375,234.4262285232544
9,6233.43212890625,14.07846736907959,63768.6328125,248.50469589233398
10,5934.9560546875,12.204402923583984,69703.5888671875,260.70909881591797
11,2502.83447265625,14.389406204223633,72206.42333984375,275.0985050201416
12,1103.510498046875,15.980989456176758,73309.93383789062,291.07949447631836
13,2666.182373046875,15.032123565673828,75976.1162109375,306.1116180419922
14,1511.4024658203125,15.864043235778809,77487.51867675781,321.975661277771
15,1228.712646484375,15.670557022094727,78716.23132324219,337.6462182998657
16,2050.40625,14.894984245300293,80766.63757324219,352.541202545166
17,4212.349609375,16.56108283996582,84978.98718261719,369.10228538513184
18,1330.171875,12.807531356811523,86309.15905761719,381.90981674194336
19,2145.01708984375,11.076597213745117,88454.17614746094,392.9864139556885
20,1398.1431884765625,10.369916915893555,89852.3193359375,403.35633087158203
21,101.83837127685547,15.5969877243042,89954.15770721436,418.95331859588623
22,1762.8299560546875,9.502741813659668,91716.98766326904,428.4560604095459
23,1207.0113525390625,10.692740440368652,92923.9990158081,439.14880084991455
24,2083.0849609375,10.581893920898438,95007.0839767456,449.730694770813
25,2975.751708984375,9.619600296020508,97982.83568572998,459.3502950668335
26,1943.3673095703125,10.495275497436523,99926.2029953003,469.84557056427
27,997.8643188476562,10.256988525390625,100924.06731414795,480.10255908966064
28,1546.809326171875,10.500329971313477,102470.87664031982,490.6028890609741
29,1126.664794921875,11.508769035339355,103597.5414352417,502.1116580963135
30,850.1422729492188,11.35525131225586,104447.68370819092,513.4669094085693
31,153.99127197265625,13.045431137084961,104601.67498016357,526.5123405456543
32,1099.28759765625,15.047932624816895,105700.96257781982,541.5602731704712
33,2435.42041015625,12.622331619262695,108136.38298797607,554.1826047897339
34,1840.729736328125,13.614738464355469,109977.1127243042,567.7973432540894
35,1071.7994384765625,13.964077949523926,111048.91216278076,581.7614212036133
36,1866.8067626953125,11.454845428466797,112915.71892547607,593.2162666320801
37,833.8109741210938,12.624422073364258,113749.52989959717,605.8406887054443
38,72.10508728027344,20.118911743164062,113821.63498687744,625.9596004486084
39,1961.6629638671875,11.955892562866211,115783.29795074463,637.9154930114746
40,370.2467956542969,11.504606246948242,116153.54474639893,649.4200992584229
41,1126.7694091796875,10.163732528686523,117280.31415557861,659.5838317871094
42,979.84814453125,10.281573295593262,118260.16230010986,669.8654050827026
43,1325.95654296875,10.161934852600098,119586.11884307861,680.0273399353027
44,582.9270629882812,10.643424034118652,120169.0459060669,690.6707639694214
45,1614.3779296875,9.253868103027344,121783.4238357544,699.9246320724487
46,323.8391418457031,11.052842140197754,122107.2629776001,710.9774742126465
47,475.05755615234375,10.600931167602539,122582.32053375244,721.578405380249
48,1254.440673828125,9.660813331604004,123836.76120758057,731.239218711853
49,1322.0931396484375,8.970427513122559,125158.854347229,740.2096462249756
50,923.8021240234375,9.548724174499512,126082.65647125244,749.7583703994751
51,931.6566162109375,9.832038879394531,127014.31308746338,759.5904092788696
52,687.0208740234375,9.147550582885742,127701.33396148682,768.7379598617554
53,1482.571533203125,8.96640682220459,129183.90549468994,777.70436668396
54,1080.933349609375,9.601719856262207,130264.83884429932,787.3060865402222
55,1042.58837890625,10.236806869506836,131307.42722320557,797.542893409729
56,1443.5228271484375,9.083146095275879,132750.950050354,806.6260395050049
57,1628.8433837890625,10.264435768127441,134379.79343414307,816.8904752731323
58,615.49169921875,10.396812438964844,134995.28513336182,827.2872877120972
59,1713.030029296875,8.305624008178711,136708.3151626587,835.5929117202759
60,850.5762939453125,10.446758270263672,137558.891456604,846.0396699905396
61,933.570556640625,9.293069839477539,138492.46201324463,855.3327398300171
62,1092.07666015625,10.787581443786621,139584.53867340088,866.1203212738037
63,913.9873657226562,13.227178573608398,140498.52603912354,879.3474998474121
64,665.177734375,12.891047477722168,141163.70377349854,892.2385473251343
65,68.95077514648438,20.19465446472168,141232.65454864502,912.433201789856
66,281.8520202636719,12.838577270507812,141514.5065689087,925.2717790603638
67,741.1665649414062,11.971723556518555,142255.6731338501,937.2435026168823
68,1902.098388671875,11.39418888092041,144157.77152252197,948.6376914978027
69,1484.435546875,11.005166053771973,145642.20706939697,959.6428575515747
70,1437.0789794921875,10.337174415588379,147079.28604888916,969.9800319671631
71,1400.42041015625,11.320956230163574,148479.7064590454,981.3009881973267
72,71.81318664550781,18.19962501525879,148551.51964569092,999.5006132125854
73,369.8729553222656,11.344785690307617,148921.39260101318,1010.8453989028931
74,1346.812744140625,9.121390342712402,150268.2053451538,1019.9667892456055
75,640.9166870117188,9.921881675720215,150909.12203216553,1029.8886709213257
76,759.7813720703125,9.589300155639648,151668.90340423584,1039.4779710769653
77,1323.8857421875,8.650925636291504,152992.78914642334,1048.1288967132568
78,1064.345947265625,9.513455390930176,154057.13509368896,1057.642352104187
79,1146.813720703125,10.395685195922852,155203.9488143921,1068.0380373001099
80,1390.6533203125,10.550799369812012,156594.6021347046,1078.5888366699219
81,734.4425659179688,10.9340238571167,157329.04470062256,1089.5228605270386
82,1503.600830078125,11.054868698120117,158832.64553070068,1100.5777292251587
83,1969.540771484375,9.129545211791992,160802.18630218506,1109.7072744369507
84,1257.8740234375,11.188753128051758,162060.06032562256,1120.8960275650024
85,989.8746337890625,9.871929168701172,163049.93495941162,1130.7679567337036
86,597.758056640625,12.417649269104004,163647.69301605225,1143.1856060028076
87,1403.474609375,12.480558395385742,165051.16762542725,1155.6661643981934
88,919.6417236328125,10.78040885925293,165970.80934906006,1166.4465732574463
89,672.2348022460938,9.979761123657227,166643.04415130615,1176.4263343811035
90,1513.177001953125,9.904444694519043,168156.22115325928,1186.3307790756226
91,1570.3702392578125,9.012171745300293,169726.5913925171,1195.3429508209229
92,612.788330078125,11.205968856811523,170339.37972259521,1206.5489196777344
93,1262.061279296875,9.414129257202148,171601.4410018921,1215.9630489349365
94,879.9374389648438,9.057014465332031,172481.37844085693,1225.0200634002686
95,61.95561218261719,18.32717514038086,172543.33405303955,1243.3472385406494
96,973.3652954101562,9.794934272766113,173516.6993484497,1253.1421728134155
97,1047.24267578125,9.723893165588379,174563.94202423096,1262.866065979004
98,906.8021240234375,9.63952350616455,175470.7441482544,1272.5055894851685
99,952.9755859375,9.838945388793945,176423.7197341919,1282.3445348739624
100,998.1897583007812,9.214925765991211,177421.90949249268,1291.5594606399536
101,931.9388427734375,10.098929405212402,178353.8483352661,1301.658390045166
102,96.67170715332031,13.596369743347168,178450.52004241943,1315.2547597885132
103,1259.3990478515625,11.284652709960938,179709.919090271,1326.5394124984741
104,533.438232421875,12.132573127746582,180243.35732269287,1338.6719856262207
105,892.088623046875,11.198760986328125,181135.44594573975,1349.8707466125488
106,1679.106201171875,9.711748123168945,182814.55214691162,1359.5824947357178
107,1089.7568359375,12.145025253295898,183904.30898284912,1371.7275199890137
108,1231.702880859375,10.186264991760254,185136.0118637085,1381.913784980774
109,908.7608032226562,9.947175979614258,186044.77266693115,1391.8609609603882
110,899.6597900390625,9.829500198364258,186944.43245697021,1401.6904611587524
111,1124.056884765625,10.133031845092773,188068.48934173584,1411.8234930038452
112,1054.9937744140625,9.357524871826172,189123.4831161499,1421.1810178756714
113,654.7609252929688,10.540724754333496,189778.24404144287,1431.7217426300049
114,1016.9453125,10.703518867492676,190795.18935394287,1442.4252614974976
115,745.4786376953125,10.688328742980957,191540.66799163818,1453.1135902404785
116,659.1363525390625,10.805316925048828,192199.80434417725,1463.9189071655273
117,1448.54443359375,10.722880363464355,193648.348777771,1474.6417875289917
118,963.152099609375,9.053325653076172,194611.50087738037,1483.6951131820679
119,876.147705078125,9.849016189575195,195487.6485824585,1493.544129371643
120,1073.591552734375,10.081026077270508,196561.24013519287,1503.6251554489136
121,457.1026611328125,11.335823059082031,197018.34279632568,1514.9609785079956
122,804.03369140625,10.187355995178223,197822.37648773193,1525.1483345031738
123,641.5004272460938,10.058759689331055,198463.87691497803,1535.2070941925049
124,1202.56201171875,9.643351554870605,199666.43892669678,1544.8504457473755
125,879.182373046875,9.9725923538208,200545.62129974365,1554.8230381011963
126,957.3327026367188,9.91635513305664,201502.95400238037,1564.739393234253
127,354.63873291015625,9.508967399597168,201857.59273529053,1574.24836063385
128,1352.3419189453125,10.200366973876953,203209.93465423584,1584.448727607727
129,1020.5823974609375,9.903491020202637,204230.51705169678,1594.3522186279297
130,602.4273681640625,11.243475914001465,204832.94441986084,1605.5956945419312
131,977.6903076171875,10.717775344848633,205810.63472747803,1616.3134698867798
132,875.6839599609375,9.646780967712402,206686.31868743896,1625.9602508544922
133,78.64990997314453,16.1466064453125,206764.9685974121,1642.1068572998047
134,834.9881591796875,10.223491668701172,207599.9567565918,1652.3303489685059
135,404.389892578125,9.524301528930664,208004.34664916992,1661.8546504974365
136,718.8307495117188,8.198796272277832,208723.17739868164,1670.0534467697144
137,1455.93603515625,9.367148399353027,210179.1134338379,1679.4205951690674
138,523.359375,9.907588005065918,210702.4728088379,1689.3281831741333
139,1255.04638671875,9.540781021118164,211957.51919555664,1698.8689641952515
140,726.53125,10.648439407348633,212684.05044555664,1709.5174036026
141,669.6592407226562,9.494565963745117,213353.7096862793,1719.0119695663452
142,966.7411499023438,10.010902404785156,214320.45083618164,1729.0228719711304
143,713.8865966796875,11.32315444946289,215034.33743286133,1740.3460264205933
144,1308.457763671875,10.281332015991211,216342.7951965332,1750.6273584365845
145,864.2725830078125,10.168432235717773,217207.06777954102,1760.7957906723022
146,527.835693359375,10.777812004089355,217734.9034729004,1771.5736026763916
147,65.4788589477539,16.187061309814453,217800.38233184814,1787.760663986206
148,54.51526641845703,17.810392379760742,217854.8975982666,1805.5710563659668
149,1585.220458984375,9.977356910705566,219440.11805725098,1815.5484132766724
150,1023.658447265625,9.455411911010742,220463.7765045166,1825.003825187683
151,932.9520874023438,9.910137176513672,221396.72859191895,1834.9139623641968
152,1163.4390869140625,9.718711853027344,222560.167678833,1844.6326742172241
153,1510.81005859375,10.442474365234375,224070.97773742676,1855.0751485824585
154,412.57110595703125,10.038609504699707,224483.5488433838,1865.1137580871582
155,740.9512329101562,10.562413215637207,225224.50007629395,1875.6761713027954
156,1093.6634521484375,9.397491455078125,226318.16352844238,1885.0736627578735
157,1178.4683837890625,10.442432403564453,227496.63191223145,1895.516095161438
158,1696.56298828125,10.509101867675781,229193.1949005127,1906.0251970291138
159,775.490478515625,9.894789695739746,229968.68537902832,1915.9199867248535
160,702.0731811523438,10.252066612243652,230670.75856018066,1926.1720533370972
161,849.7263793945312,9.945821762084961,231520.4849395752,1936.1178750991821
162,927.8028564453125,9.70859146118164,232448.2877960205,1945.8264665603638
163,919.9339599609375,10.069842338562012,233368.22175598145,1955.8963088989258
164,817.0343017578125,10.485925674438477,234185.25605773926,1966.3822345733643
165,567.9773559570312,9.943073272705078,234753.2334136963,1976.3253078460693
166,781.758056640625,10.590456008911133,235534.9914703369,1986.9157638549805
167,1026.98095703125,9.61582088470459,236561.97242736816,1996.531584739685
168,694.0184326171875,10.703768730163574,237255.99085998535,2007.2353534698486
169,1067.2734375,9.457242012023926,238323.26429748535,2016.6925954818726
170,1076.30419921875,9.957124710083008,239399.5684967041,2026.6497201919556
171,1030.818359375,8.308977127075195,240430.3868560791,2034.9586973190308
172,1483.217041015625,9.675872802734375,241913.60389709473,2044.6345701217651
173,1327.09423828125,10.167720794677734,243240.69813537598,2054.802290916443
174,1328.4462890625,9.138372421264648,244569.14442443848,2063.9406633377075
175,1421.283447265625,9.994678497314453,245990.4278717041,2073.935341835022
176,535.5962524414062,12.03761100769043,246526.0241241455,2085.9729528427124
177,522.6358642578125,10.335166931152344,247048.65998840332,2096.3081197738647
178,947.04931640625,9.172037124633789,247995.70930480957,2105.4801568984985
179,997.90771484375,9.261984825134277,248993.61701965332,2114.742141723633
180,408.9608154296875,10.79267406463623,249402.577835083,2125.534815788269
181,1099.73974609375,8.631896018981934,250502.31758117676,2134.166711807251
182,1049.97216796875,10.369438171386719,251552.2897491455,2144.5361499786377
183,728.241943359375,10.05575180053711,252280.53169250488,2154.591901779175
184,228.64390563964844,10.83024787902832,252509.17559814453,2165.422149658203
185,1010.0587158203125,9.64145565032959,253519.23431396484,2175.0636053085327
186,1012.1730346679688,9.44766616821289,254531.4073486328,2184.5112714767456
187,946.898193359375,9.928218841552734,255478.3055419922,2194.4394903182983
188,1057.041259765625,10.11740779876709,256535.3468017578,2204.5568981170654
189,1999.7322998046875,10.94430160522461,258535.0791015625,2215.50119972229
190,463.80572509765625,10.619000434875488,258998.88482666016,2226.1202001571655
191,67.76481628417969,14.274215698242188,259066.64964294434,2240.3944158554077
192,441.77227783203125,10.51142406463623,259508.42192077637,2250.905839920044
193,250.0126190185547,9.238341331481934,259758.43453979492,2260.144181251526
194,118.62841033935547,12.79904556274414,259877.06295013428,2272.94322681427
195,1112.8095703125,8.498444557189941,260989.87252044678,2281.44167137146
196,858.8167724609375,9.679232597351074,261848.68929290771,2291.120903968811
197,1257.58935546875,9.549555778503418,263106.27864837646,2300.6704597473145
198,795.3475341796875,9.723573684692383,263901.62618255615,2310.394033432007
199,963.7972412109375,9.665002822875977,264865.4234237671,2320.059036254883
200,1097.99658203125,9.01961898803711,265963.42000579834,2329.07865524292
201,1386.2418212890625,9.79835033416748,267349.6618270874,2338.8770055770874
202,1131.97265625,10.790824890136719,268481.6344833374,2349.667830467224
203,2101.075439453125,9.289631843566895,270582.7099227905,2358.957462310791
204,678.2928466796875,9.539288520812988,271261.0027694702,2368.496750831604
205,766.4715576171875,10.237031936645508,272027.4743270874,2378.7337827682495
206,312.06048583984375,11.501148223876953,272339.53481292725,2390.2349309921265
207,695.090576171875,9.029336929321289,273034.6253890991,2399.2642679214478
208,1515.8450927734375,8.597978591918945,274550.47048187256,2407.8622465133667
209,1021.808349609375,9.697834968566895,275572.27883148193,2417.5600814819336
210,1309.7705078125,10.183954238891602,276882.04933929443,2427.744035720825
211,577.4061889648438,8.611346244812012,277459.4555282593,2436.355381965637
212,774.6005859375,9.116122245788574,278234.0561141968,2445.471504211426
213,1179.5166015625,10.7586030960083,279413.5727157593,2456.230107307434
214,1711.801513671875,9.41696548461914,281125.37422943115,2465.647072792053
215,1091.2940673828125,8.94081974029541,282216.66829681396,2474.5878925323486
216,52.00690460205078,16.87635040283203,282268.675201416,2491.4642429351807
217,1525.98486328125,9.64542007446289,283794.66006469727,2501.1096630096436
218,886.9216918945312,9.198812484741211,284681.5817565918,2510.3084754943848
219,135.7369842529297,10.850860595703125,284817.3187408447,2521.159336090088
220,1042.372314453125,9.275039672851562,285859.69105529785,2530.4343757629395
221,1218.7587890625,9.692692756652832,287078.44984436035,2540.1270685195923
222,1420.55517578125,9.368724822998047,288499.0050201416,2549.4957933425903
223,1762.8450927734375,8.081916809082031,290261.85011291504,2557.5777101516724
224,637.5687866210938,9.82902717590332,290899.41889953613,2567.4067373275757
225,1034.9744873046875,9.958667755126953,291934.3933868408,2577.3654050827026
226,51.45862579345703,15.758091926574707,291985.8520126343,2593.1234970092773
227,967.3056030273438,8.307437896728516,292953.1576156616,2601.430934906006
228,1240.3857421875,9.559081077575684,294193.5433578491,2610.9900159835815
229,1173.8046875,9.456466674804688,295367.3480453491,2620.4464826583862
230,459.26953125,9.271453857421875,295826.6175765991,2629.717936515808
231,1683.2586669921875,9.189422607421875,297509.8762435913,2638.90735912323
232,918.5233154296875,9.637539863586426,298428.399559021,2648.5448989868164
233,525.66552734375,10.360872268676758,298954.06508636475,2658.905771255493
234,1424.928466796875,9.556851387023926,300378.9935531616,2668.462622642517
235,965.1397705078125,8.891117095947266,301344.13332366943,2677.3537397384644
236,1433.01025390625,8.4398832321167,302777.1435775757,2685.793622970581
237,705.81591796875,8.769172668457031,303482.95949554443,2694.562795639038
238,1441.333740234375,8.868932723999023,304924.2932357788,2703.431728363037
239,402.27752685546875,10.025931358337402,305326.5707626343,2713.4576597213745
240,1492.190673828125,9.013927459716797,306818.7614364624,2722.4715871810913
241,519.3936157226562,9.082374572753906,307338.15505218506,2731.553961753845
242,931.99658203125,8.341155052185059,308270.1516342163,2739.8951168060303
243,530.9794311523438,9.003207206726074,308801.13106536865,2748.8983240127563
244,841.6414794921875,9.640982627868652,309642.77254486084,2758.539306640625
245,1341.227294921875,9.136512756347656,310983.9998397827,2767.6758193969727
246,524.0205078125,9.632526397705078,311508.0203475952,2777.3083457946777
247,832.5302734375,9.498462677001953,312340.5506210327,2786.8068084716797
248,945.1978759765625,8.77697467803955,313285.7484970093,2795.5837831497192
249,435.80169677734375,9.406270027160645,313721.5501937866,2804.99005317688
250,102.91718292236328,12.028360366821289,313824.467376709,2817.018413543701
251,483.62982177734375,8.802409172058105,314308.0971984863,2825.8208227157593
252,812.9969482421875,9.226661682128906,315121.0941467285,2835.047484397888
253,375.0670166015625,9.647456169128418,315496.1611633301,2844.6949405670166
254,968.5860595703125,9.836183547973633,316464.7472229004,2854.5311241149902
255,1525.20068359375,8.736368179321289,317989.94790649414,2863.2674922943115
256,829.689208984375,8.867203712463379,318819.6371154785,2872.134696006775
257,634.7332153320312,9.33228588104248,319454.37033081055,2881.4669818878174
258,620.3980712890625,9.561068534851074,320074.7684020996,2891.0280504226685
259,571.127197265625,8.73208999633789,320645.89559936523,2899.7601404190063
260,957.7337036132812,9.463891983032227,321603.6293029785,2909.2240324020386
261,458.23333740234375,8.98828411102295,322061.86264038086,2918.2123165130615
262,907.1531372070312,8.675310134887695,322969.0157775879,2926.887626647949
263,1566.076904296875,8.625587463378906,324535.09268188477,2935.513214111328
264,1757.3558349609375,9.396032333374023,326292.4485168457,2944.909246444702
265,1496.738525390625,9.265332221984863,327789.1870422363,2954.174578666687
266,1065.2579345703125,8.937044143676758,328854.44497680664,2963.1116228103638
267,339.0810546875,9.489364624023438,329193.52603149414,2972.600987434387
268,818.10107421875,8.993026733398438,330011.6271057129,2981.5940141677856
269,821.869140625,9.132813453674316,330833.4962463379,2990.72682762146
270,642.8724365234375,9.625618934631348,331476.3686828613,3000.3524465560913
